score,values,id,text,label,prediction_proba,prediction_binary,prediction_label,is_correct
2.0,"[0.0, 2.0, 2.0, 3.0, 3.0]",8832a565be9fd61cb5705156efc5b694.8,"To remove your entire account , please visit our Account Deletion page .",1,0.9494534134864807,1,Formal,True
0.6,"[-1.0, 1.0, 1.0, 1.0, 1.0]",b109a512f22c233046ad16c3f2776d66.80,"If we are united , there is no way that we can lose .",1,0.5512208342552185,1,Formal,True
2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",43d077f57b63bcc6f57ef623776e2592.7,"Dog food contains plant - derived nutrients too , and it 's important they get these .",1,0.6850187182426453,1,Formal,True
2.0,"[1.0, 1.0, 2.0, 3.0, 3.0]",2013ee7fd3b6e1a1a1e1700b9090062b.9,The following are either standard or very common .,1,0.88667231798172,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",5565d005341524be9e7e60101a48961d.8,Wildlife was plentiful .,1,0.7211084961891174,1,Formal,True
0.6,"[-1.0, 0.0, 0.0, 2.0, 2.0]",f2af0aa1fe935d3e1c59ca202a05556f.8,Are the two related ?,1,0.6003857851028442,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",2153c26c89d1f7f9a583a5bbf9bd71b0.1,The Respiratory System is involved with Breathing .,1,0.7835846543312073,1,Formal,True
1.6,"[0.0, 1.0, 2.0, 2.0, 3.0]",bf25cc24c8aa41162936a8dd3b025c9d.7,"No longer can Pharaoh avoid disaster , because of his previous hardening of heart .",1,0.6411795616149902,1,Formal,True
1.6,"[0.0, 0.0, 2.0, 3.0, 3.0]",bb993d2e1ec4ad4fe93da0c9001cc193.2,The fact remains that you were injured on the job .,1,0.7285996079444885,1,Formal,True
2.2,"[1.0, 2.0, 2.0, 3.0, 3.0]",36ecf14aa301d0a93fb61d6f03c9fd5c.6,I am appalled that you turn against your own sex as you have .,1,0.8682717680931091,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",82187dffcd83d96f5792b4895167d13e.6,Everything he does makes me smile !,1,0.5401226282119751,1,Formal,True
2.6,"[2.0, 2.0, 3.0, 3.0, 3.0]",26b5890aa16a3bf8f33807971a3e4ab8.7,Further improvements led to the introduction of Duralumin in 1909 [ 2 ] .,1,0.962449312210083,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 2.0, 2.0]",c33fe21f6eae2113453c79c189bd47e8.8,Where/what are you getting these terms from ?,1,0.6225351095199585,1,Formal,True
1.0,"[-1.0, 0.0, 0.0, 3.0, 3.0]",9453983403c152e1c063706d387a7dbb.3,Select one of them and then select apply .,1,0.6238424181938171,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",098eb1c8aed51dd218583408137ee976.0,Your best option will be to get advice from a local real estate agent .,1,0.8599317073822021,1,Formal,True
1.2,"[-1.0, 1.0, 2.0, 2.0, 2.0]",ab6286196a72923f749c83040a9683e8.2,You ' re making me quite excited actually !,1,0.4859224557876587,1,Formal,True
1.8,"[0.0, 1.0, 2.0, 3.0, 3.0]",662d59d0b8e6ecdb969ab7f6ff7e9f52.1,Just give a deeper thought to the concept .,1,0.616195559501648,1,Formal,True
1.0,"[-1.0, 1.0, 1.0, 2.0, 2.0]",82f491d6d881161070001a9c67a0365f.7,You may also go to www.webmd.com for all your medical questions .,1,0.6889299154281616,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 1.0, 3.0]",6fc8041f2c75bcfb87361212e429f9e1.226,This usually lasts a week or less .,1,0.6904603242874146,1,Formal,True
1.6,"[0.0, 1.0, 1.0, 3.0, 3.0]",969a2c5cdd3e590f9129157c351dc755.36,Please turn the protection back on when you have finished cleaning your system .,1,0.8144972324371338,1,Formal,True
1.8,"[1.0, 2.0, 2.0, 2.0, 2.0]",54e28a00d1024c73a1389bae98fd3724.2,I prefer to request the reports in writing as opposed to online .,1,0.7718592286109924,1,Formal,True
0.6,"[-1.0, 0.0, 1.0, 1.0, 2.0]",d4655e032febc301a8773c598cdba410.0,I believe that it was salt and lemon juice .,1,0.5726840496063232,1,Formal,True
1.6,"[1.0, 1.0, 2.0, 2.0, 2.0]",7a7347629a4592e0d6a1af397d2028bb.2,The interview phase is time consuming and costly .,1,0.7069044709205627,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",5fc52f6c26a4695b7552ff91f0c42205.46,"For more than two decades after , the house on Ridge Avenue remained empty .",1,0.8833601474761963,1,Formal,True
0.8,"[-2.0, 1.0, 1.0, 2.0, 2.0]",f6ffe1b5d640d4a7284657b08a855509.498,For this you will need one room which you will not leave .,1,0.6375654339790344,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",7dc5f40cd95da322a2dc662c94778262.2,Visual Binary : They can be seen visually and distinguished using a telescope .,1,0.7894399762153625,1,Formal,True
1.4,"[0.0, 1.0, 1.0, 2.0, 3.0]",6a43ec65290550ec74e8b5614f5e1a1c.1,"Also , the Romans were the originators of the 3 branches of the government .",1,0.68205326795578,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 1.0, 3.0]",48cc8811dd4cabc4afbc73d25e75cb40.32,Titanium oxide can be strong in M stars .,1,0.7645283341407776,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",71a71830b6724760eaa6ea7c1de609a2.3,There are side effects and health risks with any medication .,1,0.7331882119178772,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 2.0, 2.0]",8f7d2e701a99382daf1ae38290139209.11,"Sometimes , preteens and teens feel like commiting suicide .",1,0.5681295394897461,1,Formal,True
0.8,"[-1.0, 1.0, 1.0, 1.0, 2.0]",27c58cb6441e1613f2001484e7732547.6,Give the cat a choice of litter types .,1,0.6297821402549744,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",3680b79fe900462911fd07827da830bc.2,Do not over dry .,1,0.5268189907073975,1,Formal,True
1.4,"[1.0, 1.0, 1.0, 2.0, 2.0]",f2af0aa1fe935d3e1c59ca202a05556f.16,The light sways back and forth and moves around on the horizon .,1,0.8213993906974792,1,Formal,True
0.6,"[-1.0, 0.0, 0.0, 1.0, 3.0]",3c0f45c5481000506b7d856bab7ff8f7.1,Does n't it fail in its primary task if it drives away without you ?,1,0.49602916836738586,1,Formal,True
1.2,"[1.0, 1.0, 1.0, 1.0, 2.0]",2153c26c89d1f7f9a583a5bbf9bd71b0.7,The sources I have listed below have all the information you could possibly need .,1,0.8613647222518921,1,Formal,True
0.6,"[-1.0, 0.0, 1.0, 1.0, 2.0]",4976fbd8f85125b497452e1b351a871a.3,"Iams is not a good food , neither is Eukanuba .",1,0.5557716488838196,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",9d79898b7b1841f68b8973b84cf03478.3,Bandwidth is a measure of modulation .,1,0.7216333150863647,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",01985db063e3651341d7a646efec8fb3.0,You can try a school that teaches architect design .,1,0.6912873387336731,1,Formal,True
0.6,"[0.0, 0.0, 0.0, 1.0, 2.0]",ca84294561ccbc95b06fd624d65564c2.0,Most people are 100 - 126 .,1,0.5361465811729431,1,Formal,True
0.8,"[-1.0, 1.0, 1.0, 1.0, 2.0]",c6707bfcf820f5781a3f3dfed73f95f1.12,"To me , this seems unlikely -- there is simply too much of it .",1,0.5646695494651794,1,Formal,True
1.4,"[-1.0, 1.0, 2.0, 2.0, 3.0]",aa4382b696188d425693d9950684870d.9,"Again , you need to find out what the timeline is in your state .",1,0.7185133695602417,1,Formal,True
1.8,"[-1.0, 2.0, 2.0, 3.0, 3.0]",efabcd5e008b72cd5080b7b0ad8927c5.38,Multicellular organisms then appeared and colonized benthic zones .,1,0.9132169485092163,1,Formal,True
0.8,"[0.0, 0.0, 1.0, 1.0, 2.0]",fe4b8a5211ec81958d4ea9064843e4e5.5,That is what Adam and Eve chose for us .,1,0.5922258496284485,1,Formal,True
2.0,"[0.0, 1.0, 3.0, 3.0, 3.0]",00897cbb34855396a1ef245dc55f2b17.0,Norton does maintain an account for the concerned security package you bought .,1,0.9297218918800354,1,Formal,True
2.4,"[2.0, 2.0, 2.0, 3.0, 3.0]",6142bc9b17dd261f4b3db1f8ed0566d5.31,Participants enroll in a relatively inexpensive high deductible insurance plan .,1,0.8593555688858032,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",c5d97b610e8fde9ee95fa81d437b343f.31,( Don Quixote ) Why destroy the planet ?,1,0.5882144570350647,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",f0d6caeb8746ae150bd136276979e51c.102,All of these surgeries can be done laparoscopically .,1,0.7091490626335144,1,Formal,True
2.2,"[1.0, 2.0, 2.0, 3.0, 3.0]",ba1b08bbecd2d27721588a9fe34e40be.5,Behavioral ecologists study the behaviours of individual organisms as they react to their environment .,1,0.9812282919883728,1,Formal,True
1.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",c0c9ee6c10262e58bd60e48132467207.68,After nine days all nine are removed together .,1,0.6898229718208313,1,Formal,True
1.0,"[-1.0, 1.0, 1.0, 1.0, 3.0]",c2707396b54d5169f7c0b916c80c0079.0,"To have a higher appreciation for the contents , I believe .",1,0.7865023016929626,1,Formal,True
1.0,"[-1.0, 1.0, 1.0, 2.0, 2.0]",72bb4024f487a7be3886b6125b262371.3,"She should , however , be prepared to deal with the consequences of that .",1,0.725705087184906,1,Formal,True
0.8,"[0.0, 1.0, 1.0, 1.0, 1.0]",de56455ac90e49b606effe594647085a.359,Privatized prisons in the United States run by for - profit corporations .,1,0.6174953579902649,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",ece86ec07d8c2e0955658126fa684212.0,This is based on the concept of relative motion .,1,0.7886006236076355,1,Formal,True
0.8,"[0.0, 1.0, 1.0, 1.0, 1.0]",7fb8dd2d7b0ffc1f815d6ad8e4b5e00d.3,It looks really rough and grabs people 's attention instantly .,1,0.5608004331588745,1,Formal,True
1.2,"[-1.0, 1.0, 2.0, 2.0, 2.0]",16f7238d130db3afb1458a5dc3dfdc35.3,Your job as a rider is to support and balance him through the transition .,1,0.644589900970459,1,Formal,True
2.4,"[1.0, 2.0, 3.0, 3.0, 3.0]",668b0fa7cfc6cf6a318f54b18f7572c7.3,Immunosuppressive medication intentionally induces an immunodeficiency in order to prevent rejection of transplanted organs .,1,0.9948182702064514,1,Formal,True
0.6,"[0.0, 0.0, 1.0, 1.0, 1.0]",36dba9eefde3e2a444c93854bb23432b.19,Mata Bond : The collection that 's about to be auctioned .,1,0.5535336136817932,1,Formal,True
1.0,"[-1.0, 0.0, 1.0, 2.0, 3.0]",5e7b6bd09ea7d7510ec443ea33925b7b.3,That 's only one of many issues surrounding our election system .,1,0.6192893981933594,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 2.0, 2.0]",87c80e7e4b5f33b7fd54e54f823a1469.1,I have never heard anyone rebut this question .,1,0.5672631859779358,1,Formal,True
1.8,"[1.0, 1.0, 2.0, 2.0, 3.0]",23c8bc092294b34f494da192be972294.1,It can ultimately affect the heart .,1,0.6777305006980896,1,Formal,True
1.8,"[1.0, 1.0, 1.0, 3.0, 3.0]",6fc8041f2c75bcfb87361212e429f9e1.250,The gestation period for cats is approximately 63-65 days .,1,0.7512028813362122,1,Formal,True
1.6,"[0.0, 1.0, 2.0, 2.0, 3.0]",ee66a327b708c6542190b1be4f91f534.43,1885 Harim Maxim invents the machine gun .,1,0.7876128554344177,1,Formal,True
2.8,"[2.0, 3.0, 3.0, 3.0, 3.0]",11996c7a102e62baaf049a500fd5b950.132,"An alternative disposal method , transmutation , has been demonstrated at CERN for technetium-99 .",1,0.9812817573547363,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",1095cb18c203bd5f8a09fbc9a5be25e3.2,These were known as the pinhole camera .,1,0.6441188454627991,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",409371947fb60ad5030eb27f63723265.12,"When you do that , you will stress out the other fish .",1,0.5786952376365662,1,Formal,True
1.8,"[0.0, 2.0, 2.0, 2.0, 3.0]",84fa1f0e033bb3d531b3aa8b26bf38bf.242,"Having been erased , The document you ' re seeking must now be retyped .",1,0.7784655094146729,1,Formal,True
1.0,"[0.0, 0.0, 0.0, 2.0, 3.0]",84fa1f0e033bb3d531b3aa8b26bf38bf.309,All porcupines float in water .,1,0.6078597903251648,1,Formal,True
0.6,"[0.0, 0.0, 0.0, 1.0, 2.0]",244531edfb4392fa147a6c3fdc606238.0,SPAM is owned by Hormel .,1,0.5843281149864197,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",904a29653b1a23d3660f93bbd038f7a6.4,It will answer lots of questions and help you plan for the future .,1,0.7151976227760315,1,Formal,True
2.4,"[2.0, 2.0, 2.0, 3.0, 3.0]",67ee25041bd7cdde3ccf440e014df2a7.365,The provisions apply to students pursuing an undergraduate degree only .,1,0.8258014917373657,1,Formal,True
2.6,"[2.0, 2.0, 3.0, 3.0, 3.0]",b35ad0e9222ea8d52d39a07015ff3d99.0,The case of Stephanie proves how ineffable charisma and crowd appeal really are .,1,0.7745393514633179,1,Formal,True
1.4,"[0.0, 0.0, 2.0, 2.0, 3.0]",a89ff9202ca13fdb643d8d7a886729a2.0,The Ford badge at the front rotates and exposes a keyhole .,1,0.9279292821884155,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 2.0, 2.0]",d03b7999b585bc6049f97025eda62a3d.0,"Antimatter does exist , but it has been limited thusfar .",1,0.768366277217865,1,Formal,True
1.4,"[0.0, 1.0, 2.0, 2.0, 2.0]",84c7543c3b61b5aca0d0c634104e75bc.1,I also think that most people see a reflective humming bird at night .,1,0.6424403786659241,1,Formal,True
1.4,"[0.0, 1.0, 1.0, 2.0, 3.0]",cf9d63bab03872a51e2caeecce1db340.10,Who is at risk ?,1,0.7493798136711121,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",17157d5b540df9de180c9fce731cbf0a.1,The fluorescent lighting in your building may be too harsh for its use .,1,0.6671818494796753,1,Formal,True
1.8,"[1.0, 1.0, 2.0, 2.0, 3.0]",45295b8ff12b9396683bfea0602d5ffc.1,It grows into a heavily branched dense plant .,1,0.7287378311157227,1,Formal,True
0.6,"[-1.0, -1.0, 0.0, 2.0, 3.0]",c019c90b32675493d01a3aa09f04d48f.1,the polyethoxylate ( laureth vs lauryl ) is generally a better detergent .,1,0.6106478571891785,1,Formal,True
1.6,"[-1.0, 1.0, 2.0, 3.0, 3.0]",03bf3dc6ac86c3788c9428547efbba34.19,May He let the light of His face shine upon you .,1,0.8226362466812134,1,Formal,True
1.6,"[1.0, 1.0, 1.0, 2.0, 3.0]",43be1b1384e69f8bf5a8d88441d610ce.1,Discontinue use and see if the problem clears up .,1,0.7711342573165894,1,Formal,True
1.4,"[-1.0, 1.0, 1.0, 3.0, 3.0]",73dbfdb0972097b7f62a1444204a774a.1,The condition of not being normal .,1,0.7122313380241394,1,Formal,True
1.2,"[-1.0, 0.0, 2.0, 2.0, 3.0]",56d5d5f088eb962b4a5c83698df636b8.0,i had my first one about 2 weeks ago .,1,0.5864834189414978,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",eb364d7ab969b55e71c359f8f7190878.2,Clinton opened free trade with China .,1,0.7968151569366455,1,Formal,True
1.8,"[1.0, 1.0, 2.0, 2.0, 3.0]",1b186b0aa9fb79d7a4c4ce957994b3d3.0,That is correct .,1,0.6942049860954285,1,Formal,True
0.8,"[0.0, 0.0, 1.0, 1.0, 2.0]",67ee25041bd7cdde3ccf440e014df2a7.74,The average class size is 23 students .,1,0.5908127427101135,1,Formal,True
0.6,"[0.0, 0.0, 1.0, 1.0, 1.0]",9f0d162ba8b80315909210f89d975d90.0,It is a wonderful idea to start a routine early .,1,0.5475567579269409,1,Formal,True
1.6,"[0.0, 1.0, 2.0, 2.0, 3.0]",67ee25041bd7cdde3ccf440e014df2a7.190,The effective date is the beginning of the 1996 fall semester .,1,0.8262355327606201,1,Formal,True
0.6,"[-1.0, 0.0, 0.0, 2.0, 2.0]",d2141f7efb0219783531c43bd7bc5ac3.91,Slice apples into 1/2 inch rings .,1,0.5404942631721497,1,Formal,True
1.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",11a5e3322001784e7d8a0bbe1a5c809b.44,He also was born farther south than anyone in history .,1,0.6537714600563049,1,Formal,True
0.8,"[0.0, 0.0, 1.0, 1.0, 2.0]",84fa1f0e033bb3d531b3aa8b26bf38bf.389,Both their wives lost their children while living in the White House .,1,0.6005551815032959,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 1.0, 3.0]",25642c448e1d187dd0fe7d988a501993.5,"Add flour , milk , and oil .",1,0.5525715351104736,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",5d9075ad7f00ce16c23033acafb2f94a.17,Do not use cleansers or lotions that contain alcohol .,1,0.658250629901886,1,Formal,True
0.6,"[0.0, 0.0, 1.0, 1.0, 1.0]",af72d155eae5f0cb3cbc2aa9421637fb.0,Click on the link for details .,1,0.5987648963928223,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",4570a2a8b0dfc0b021a325eac434a44f.5,Gift funds or bond programs for down payment and closing cost assistance are allowed .,1,0.8210370540618896,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 2.0, 2.0]",1765c04a12b784d2338b229530a0896a.34,A man got out and slammed an ax into Jordin 's face .,1,0.5710243582725525,1,Formal,True
2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",222090d9d104c90fb8d4f3598a63b003.9,My heart goes out to the families who have lost loved ones .,1,0.6605731844902039,1,Formal,True
2.4,"[2.0, 2.0, 2.0, 3.0, 3.0]",256a946490945f25c2f535fd5dfd5c49.20,Strains of HIV resistant to all available protease inhibitors have appeared .,1,0.939437210559845,1,Formal,True
1.2,"[-1.0, 1.0, 2.0, 2.0, 2.0]",e8186ffc324bd29d7e9fa9f55e496605.14,Bring the stew just to a simmer .,1,0.4261191785335541,0,Informal,False
1.4,"[0.0, 1.0, 1.0, 2.0, 3.0]",399647c234f88e3d30b0b5868cde67f7.1,"Historically , there has been no US city more resiliant than New Orleans .",1,0.8291026949882507,1,Formal,True
2.4,"[2.0, 2.0, 2.0, 3.0, 3.0]",7241e25983cbb9fcf4f13aa549ca0b72.98,This original Talmud passage has been concealed in translation .,1,0.8312020301818848,1,Formal,True
1.8,"[1.0, 1.0, 2.0, 2.0, 3.0]",5bd8d76b83c18abf33e955728cc78b11.2,Inertia is the force that keeps an object in Motion .,1,0.8759175539016724,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 1.0, 3.0]",551701802a8366394603de099abbd97a.10,The sheet cake was only going to be about $ 50 .,1,0.45998260378837585,1,Formal,True
2.4,"[2.0, 2.0, 2.0, 3.0, 3.0]",70815c114319a9b06a6cd9503d929413.270,We can reduce those feelings by perceiving the events in a different way .,1,0.9898440837860107,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",8273b167d4066b80e361cafb531f1c9b.13,"She refused , feeling that she wanted to finish school before they married .",1,0.6248449683189392,1,Formal,True
1.0,"[-1.0, 1.0, 1.0, 2.0, 2.0]",9e984c71ece05455ac11a23a578cbf6d.180,"Later the cold wave , with chemicals , simplified the process .",1,0.6193970441818237,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 1.0, 3.0]",f908a7f506f84bdda267806a2c4aebdb.1,"Be mindfull of your words , for they will become your actions .",1,0.674426257610321,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",0cd3828feb312d09fef232bad8a83187.0,The origins of astrology are the same as the origins of religion .,1,0.7539810538291931,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",1adaef20338ae637af9cb34b2e48fc25.10,Rebellion and defiance are pointless .,1,0.8887869715690613,1,Formal,True
1.6,"[0.0, 0.0, 2.0, 3.0, 3.0]",ae6859f0f4c00917ea1ad32d1e4670ce.5,[ edit ] Career Song began acting and modeling at age 6 .,1,0.6811781525611877,1,Formal,True
0.6,"[0.0, 0.0, 1.0, 1.0, 1.0]",e6bb61e173cf83c4d23bc14a79fd3adf.0,This link has a map with distances .,1,0.6500393748283386,1,Formal,True
1.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",b109a512f22c233046ad16c3f2776d66.136,"I close on a hopeful note , by repeating what I said above .",1,0.6681692600250244,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",5565d005341524be9e7e60101a48961d.86,They hunted and fished .,1,0.49169719219207764,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 1.0, 3.0]",f29ec0757fdcc295a7bdf3fd5bc5e369.4,Not all African people are Black .,1,0.6021626591682434,1,Formal,True
0.6,"[-2.0, 1.0, 1.0, 1.0, 2.0]",4ffe534fbcfe52d48013e231c31c44ea.1,They should have the opportunity of sharing the same firing squad .,1,0.5791752934455872,1,Formal,True
1.4,"[0.0, 1.0, 1.0, 2.0, 3.0]",0b562cc516574e4fe703b18ebc5e3fc4.2,It also has a very good alumni network .,1,0.754783570766449,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",0ade0eaccf9d72704f89b809ac3582b8.472,Then get up to the top of the theater roof without touching the ground .,1,0.6137425303459167,1,Formal,True
1.0,"[-1.0, 0.0, 1.0, 2.0, 3.0]",33ca65bba5728c8272dd96a767b0d6a3.3,They act against God 's Plans .,1,0.5536717176437378,1,Formal,True
1.6,"[1.0, 1.0, 1.0, 2.0, 3.0]",c0c9ee6c10262e58bd60e48132467207.15,The city is adorned with lights .,1,0.801680862903595,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 1.0, 3.0]",a4c1942d1da88b077eb18b4ea964fbe6.4,Go with a more reputable brand .,1,0.7173497676849365,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",d11fc2ec01fdf4ca208a4c2a30aa70e3.0,I have never seen an infestation so bad that the larvae are visible .,1,0.5617772340774536,1,Formal,True
1.8,"[1.0, 2.0, 2.0, 2.0, 2.0]",3eb90fa99c1b7cf87d6e46926367bd0c.0,It is hard to answer this question accurately without knowing where you live .,1,0.7171222567558289,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",3888be708bcdf37157ece597055ba253.4,Varies from individual to individual .,1,0.6731975674629211,1,Formal,True
1.6,"[0.0, 1.0, 2.0, 2.0, 3.0]",db78148ef5b4a1f54f1caa895b069d9a.5,It rotates when the page is loading and stops when it is done .,1,0.7519147992134094,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 1.0, 3.0]",33c6af09783e7efe5b103da5f6492967.266,All searches are exact .,1,0.6887279152870178,1,Formal,True
2.2,"[1.0, 2.0, 2.0, 3.0, 3.0]",0995382c7bc4ab414cc2f22c5754ba7f.134,"She claims she has no drug use , so toxins might be another explanation .",1,0.8517681360244751,1,Formal,True
1.2,"[-1.0, 1.0, 1.0, 2.0, 3.0]",01f68c2bd9ea7ce63755e94fbb7b7b59.0,"Yes , that is correct .",1,0.690825343132019,1,Formal,True
1.0,"[-1.0, 1.0, 1.0, 1.0, 3.0]",d1a91a9e958547f879e39f115c651a66.11,Allow it to set fully according to the directions .,1,0.7952411770820618,1,Formal,True
1.0,"[-2.0, 1.0, 2.0, 2.0, 2.0]",fab2babaafdb016d1b70ce57acc4f3c8.27,"If neither works , your user profile is corrupt .",1,0.6103262305259705,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",3884ae6a7a4319260619718481290ce7.7,There you can also get the complete manual and Automatic removal .,1,0.6258823871612549,1,Formal,True
0.6,"[-2.0, 1.0, 1.0, 1.0, 2.0]",0ade0eaccf9d72704f89b809ac3582b8.605,"Next , fetch the explosives by grinding on the pipes .",1,0.5896528363227844,1,Formal,True
1.2,"[1.0, 1.0, 1.0, 1.0, 2.0]",92c3041821b3cfbd74dba58eaf924b43.11,And remember that root crops need less sunlight than above ground crops .,1,0.6237016916275024,1,Formal,True
1.2,"[-1.0, 0.0, 2.0, 2.0, 3.0]",69fc9c11c2bc872fea0f0873fe0543ed.2,The raptors avoid these predators through the power of flight .,1,0.7173842787742615,1,Formal,True
1.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",716e048800bafa664e951a1c3e141757.6,English is spoken in almost all tourist areas .,1,0.7310657501220703,1,Formal,True
1.4,"[0.0, 1.0, 2.0, 2.0, 2.0]",5565d005341524be9e7e60101a48961d.22,"About 200 years ago , the Cherokee developed a written language of their own .",1,0.8236306309700012,1,Formal,True
1.0,"[-1.0, 0.0, 2.0, 2.0, 2.0]",d38e9f38280b38e303dd216f51c79b47.2,I also would look for another cooking site to join .,1,0.6177590489387512,1,Formal,True
1.2,"[1.0, 1.0, 1.0, 1.0, 2.0]",d3f0b41a25f57f9fb58069e72b1d4cb2.1,I heard recently that average starting salaries are down for this very reason .,1,0.8450707197189331,1,Formal,True
2.2,"[2.0, 2.0, 2.0, 2.0, 3.0]",7878f57443c025e0af35880e5642b6ef.2,The laws form the basis for classical mechanics .,1,0.8312034010887146,1,Formal,True
2.0,"[1.0, 2.0, 2.0, 2.0, 3.0]",38ae790244e72e04ed85437056b52afc.89,The French begin taking control of the cities of Vietnam within the British region .,1,0.8299200534820557,1,Formal,True
0.8,"[-1.0, 0.0, 1.0, 2.0, 2.0]",3d5157efaab837c7756b3e95b189c876.13,Why do we have all those painful feelings ?,1,0.6058053970336914,1,Formal,True
0.8,"[0.0, 0.0, 1.0, 1.0, 2.0]",fab2babaafdb016d1b70ce57acc4f3c8.28,You might need to create a new user profile for your browser .,1,0.7305111885070801,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 1.0, 3.0]",89223b2167f05dafff943a5abc821626.1,Every animal can not see the same wavelengths light .,1,0.6114670634269714,1,Formal,True
0.6,"[-1.0, -1.0, 1.0, 2.0, 2.0]",146ae864c9d0eddb396fda107d604650.1,Make sure they are all set to obtain automatic IP addresses .,1,0.6812614798545837,1,Formal,True
0.6,"[-1.0, 0.0, 1.0, 1.0, 2.0]",70815c114319a9b06a6cd9503d929413.79,"When we are through studying , we need to leave that environment .",1,0.6099329590797424,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",a359c3c44137173136b62d22e2493029.1,"We are each sinners , in different ways .",1,0.5654196739196777,1,Formal,True
1.2,"[0.0, 1.0, 1.0, 2.0, 2.0]",ef36d86551cf5665476918e56ec318f9.0,There is no Crane Lake Cellars .,1,0.5606304407119751,1,Formal,True
1.2,"[0.0, 0.0, 1.0, 2.0, 3.0]",54a5c334c0c7d1b6b4ca75cb6dde088d.0,The first Clerks was in black and white .,1,0.6630077362060547,1,Formal,True
0.6,"[-2.0, 0.0, 1.0, 2.0, 2.0]",ca18b4f94a9d9c20e215ed1692883932.112,Combination of humor and gore appeals to fans of cartoonish horror .,1,0.5636371970176697,1,Formal,True
2.4,"[1.0, 2.0, 3.0, 3.0, 3.0]",5aebc98e7aea8be709255cf3adb7d973.48,The attack comes after six months of covert US and South Vietnamese naval operations .,1,0.775813102722168,1,Formal,True
1.8,"[1.0, 1.0, 2.0, 2.0, 3.0]",5799837bd5132e88668cc0270997a617.37,Place in the oven and roast for 10 minutes .,1,0.8228298425674438,1,Formal,True
1.0,"[0.0, 0.0, 1.0, 2.0, 2.0]",d2141f7efb0219783531c43bd7bc5ac3.51,Slide doughnuts into the hot oil using a wide spatula .,1,0.5357624292373657,1,Formal,True
